level,code,name,year,GVA per Hour,Change in GVA per hour,Population
ITL3,TLK41,Plymouth,2011,27.13,108.65,256589.0
ITL3,TLK41,Plymouth,2012,27.55,108.33,257886.0
ITL3,TLK41,Plymouth,2013,27.69,105.86,259549.0
ITL3,TLK41,Plymouth,2014,27.85,101.05,261980.0
ITL3,TLK41,Plymouth,2015,28.33,100.99,263088.0
ITL3,TLK41,Plymouth,2016,29.34,107.39,264440.0
ITL3,TLK41,Plymouth,2017,30.25,106.09,265294.0
ITL3,TLK41,Plymouth,2018,31.09,111.87,265689.0
ITL3,TLK41,Plymouth,2019,31.53,105.22,265041.0
ITL3,TLK41,Plymouth,2020,32.05,100.89,264830.0
ITL3,TLK41,Plymouth,2021,32.76,106.83,264768.0
ITL3,TLK41,Plymouth,2022,33.45,100.0,267063.0
ITL3,TLK41,Plymouth,2023,33.97,101.41,268736.0
ITL3,TLK42,Torbay,2008,21.46,112.76,132070.0
ITL3,TLK42,Torbay,2009,22.1,111.11,131641.0
ITL3,TLK42,Torbay,2010,22.39,121.34,131443.0
ITL3,TLK42,Torbay,2011,22.33,113.65,131193.0
ITL3,TLK42,Torbay,2012,22.37,105.16,131806.0
ITL3,TLK42,Torbay,2013,22.8,112.85,132920.0
ITL3,TLK42,Torbay,2014,23.24,115.23,134217.0
ITL3,TLK42,Torbay,2015,23.34,112.32,135052.0
ITL3,TLK42,Torbay,2016,23.14,102.75,136172.0
ITL3,TLK42,Torbay,2017,23.17,102.49,137329.0
ITL3,TLK42,Torbay,2018,23.85,106.46,138100.0
ITL3,TLK42,Torbay,2019,24.76,101.97,138754.0
ITL3,TLK42,Torbay,2020,25.85,103.31,138695.0
ITL3,TLK42,Torbay,2021,26.66,103.59,139440.0
ITL3,TLK42,Torbay,2022,27.34,100.0,139409.0
ITL3,TLK42,Torbay,2023,27.68,99.29,139485.0
ITL3,TLK43,Devon CC,2008,24.19,92.39,739921.0
ITL3,TLK43,Devon CC,2009,24.41,87.01,740988.0
ITL3,TLK43,Devon CC,2010,24.77,91.14,743908.0
ITL3,TLK43,Devon CC,2011,25.18,92.89,747709.0
ITL3,TLK43,Devon CC,2012,25.72,93.87,751136.0
ITL3,TLK43,Devon CC,2013,26.08,92.44,754431.0
ITL3,TLK43,Devon CC,2014,26.52,93.62,760234.0
ITL3,TLK43,Devon CC,2015,27.06,92.47,766810.0
ITL3,TLK43,Devon CC,2016,27.83,95.08,773800.0
ITL3,TLK43,Devon CC,2017,28.7,97.74,783352.0
ITL3,TLK43,Devon CC,2018,29.55,96.51,789834.0
ITL3,TLK43,Devon CC,2019,30.71,99.76,796542.0
ITL3,TLK43,Devon CC,2020,31.91,95.3,800796.0
ITL3,TLK43,Devon CC,2021,33.59,106.99,814435.0
ITL3,TLK43,Devon CC,2022,34.78,100.0,826108.0
ITL3,TLK43,Devon CC,2023,35.63,102.54,833408.0
ITL3,TLK51,"Bristol, City of",2008,25.98,103.98,414822.0
ITL3,TLK51,"Bristol, City of",2009,27.13,103.02,418990.0
ITL3,TLK51,"Bristol, City of",2010,27.86,109.04,423044.0
ITL3,TLK51,"Bristol, City of",2011,27.86,102.23,428074.0
ITL3,TLK51,"Bristol, City of",2012,27.82,103.07,433264.0
ITL3,TLK51,"Bristol, City of",2013,27.87,98.23,438984.0
ITL3,TLK51,"Bristol, City of",2014,28.62,99.07,443834.0
ITL3,TLK51,"Bristol, City of",2015,29.66,101.76,451790.0
ITL3,TLK51,"Bristol, City of",2016,30.78,107.29,459588.0
ITL3,TLK51,"Bristol, City of",2017,31.45,104.39,463113.0
ITL3,TLK51,"Bristol, City of",2018,32.06,102.61,467026.0
ITL3,TLK51,"Bristol, City of",2019,32.81,101.26,469920.0
ITL3,TLK51,"Bristol, City of",2020,33.85,99.23,471851.0
ITL3,TLK51,"Bristol, City of",2021,35.06,104.57,471285.0
ITL3,TLK51,"Bristol, City of",2022,35.99,100.0,478636.0
ITL3,TLK51,"Bristol, City of",2023,36.57,99.65,482998.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2008,31.0,89.69,431535.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2009,31.63,83.13,433090.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2010,32.33,86.71,435738.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2011,33.05,88.78,438955.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2012,34.11,93.66,442339.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2013,35.03,89.37,446910.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2014,36.07,93.14,449905.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2015,37.1,97.25,454750.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2016,37.89,94.38,461315.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2017,38.57,96.97,465273.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2018,39.11,93.78,471208.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2019,40.1,96.7,474739.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2020,41.48,94.16,479156.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2021,44.2,99.28,483305.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2022,46.93,100.0,491295.0
ITL3,TLK52,Bath & North East Somerset and South Gloucestershire,2023,48.99,108.33,499257.0
ITL3,TLK61,North Somerset,2008,24.55,90.9,200853.0
ITL3,TLK61,North Somerset,2009,24.7,88.79,201711.0
ITL3,TLK61,North Somerset,2010,24.78,93.79,202967.0
ITL3,TLK61,North Somerset,2011,25.18,88.7,203091.0
ITL3,TLK61,North Somerset,2012,26.17,89.96,204465.0
ITL3,TLK61,North Somerset,2013,27.56,101.1,206403.0
ITL3,TLK61,North Somerset,2014,28.58,102.26,208617.0
ITL3,TLK61,North Somerset,2015,29.04,98.47,210553.0
ITL3,TLK61,North Somerset,2016,29.09,92.89,212660.0
ITL3,TLK61,North Somerset,2017,29.58,96.15,213701.0
ITL3,TLK61,North Somerset,2018,30.43,96.6,214360.0
ITL3,TLK61,North Somerset,2019,31.49,99.39,215540.0
ITL3,TLK61,North Somerset,2020,32.34,97.96,215850.0
ITL3,TLK61,North Somerset,2021,33.59,98.59,217385.0
ITL3,TLK61,North Somerset,2022,34.82,100.0,219165.0
ITL3,TLK61,North Somerset,2023,35.88,110.19,221146.0
ITL3,TLK62,Somerset,2008,23.64,95.83,525668.0
ITL3,TLK62,Somerset,2009,23.94,94.3,526592.0
ITL3,TLK62,Somerset,2010,24.18,95.34,528609.0
ITL3,TLK62,Somerset,2011,24.2,89.78,531581.0
ITL3,TLK62,Somerset,2012,24.6,94.42,535842.0
ITL3,TLK62,Somerset,2013,24.98,92.36,539465.0
ITL3,TLK62,Somerset,2014,25.61,93.61,544312.0
ITL3,TLK62,Somerset,2015,26.32,91.72,548792.0
ITL3,TLK62,Somerset,2016,27.29,97.67,554806.0
ITL3,TLK62,Somerset,2017,28.05,99.43,558895.0
ITL3,TLK62,Somerset,2018,29.0,97.43,562159.0
ITL3,TLK62,Somerset,2019,30.02,95.17,564987.0
ITL3,TLK62,Somerset,2020,31.48,105.73,566310.0
ITL3,TLK62,Somerset,2021,32.81,103.19,573100.0
ITL3,TLK62,Somerset,2022,33.93,100.0,577090.0
ITL3,TLK62,Somerset,2023,34.53,101.69,581145.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2008,26.64,96.63,363158.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2009,27.24,93.91,366948.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2010,27.58,93.94,373760.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2011,27.69,94.77,379441.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2012,27.76,92.08,382465.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2013,28.04,89.88,385483.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2014,28.69,91.0,389727.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2015,29.81,92.87,392499.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2016,30.94,95.25,397066.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2017,31.8,100.94,399374.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2018,32.5,94.27,400064.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2019,33.57,92.45,400182.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2020,35.31,99.75,399564.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2021,37.22,102.04,400155.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2022,38.72,100.0,402559.0
ITL3,TLK63,"Bournemouth, Christchurch and Poole",2023,39.45,97.69,404050.0
ITL3,TLK64,Dorset,2008,24.46,98.46,364085.0
ITL3,TLK64,Dorset,2009,24.21,86.29,363567.0
ITL3,TLK64,Dorset,2010,24.39,91.75,364317.0
ITL3,TLK64,Dorset,2011,24.61,88.5,365897.0
ITL3,TLK64,Dorset,2012,25.32,93.27,366572.0
ITL3,TLK64,Dorset,2013,25.92,90.17,367651.0
ITL3,TLK64,Dorset,2014,26.66,92.03,368694.0
ITL3,TLK64,Dorset,2015,27.31,96.42,370728.0
ITL3,TLK64,Dorset,2016,27.86,94.8,372416.0
ITL3,TLK64,Dorset,2017,28.45,92.15,374675.0
ITL3,TLK64,Dorset,2018,29.85,92.2,375604.0
ITL3,TLK64,Dorset,2019,31.43,96.13,377699.0
ITL3,TLK64,Dorset,2020,33.33,110.45,377670.0
ITL3,TLK64,Dorset,2021,34.22,94.07,381245.0
ITL3,TLK64,Dorset,2022,35.14,100.0,383373.0
ITL3,TLK64,Dorset,2023,35.43,92.38,384809.0
ITL3,TLK71,Swindon,2008,38.84,90.3,201521.0
ITL3,TLK71,Swindon,2009,40.44,88.06,204371.0
ITL3,TLK71,Swindon,2010,40.79,88.29,206939.0
ITL3,TLK71,Swindon,2011,40.22,82.16,209709.0
ITL3,TLK71,Swindon,2012,40.31,82.03,212801.0
ITL3,TLK71,Swindon,2013,41.27,80.94,215994.0
ITL3,TLK71,Swindon,2014,42.77,85.5,218998.0
ITL3,TLK71,Swindon,2015,44.27,90.82,221805.0
ITL3,TLK71,Swindon,2016,45.59,84.16,224498.0
ITL3,TLK71,Swindon,2017,47.4,90.36,227680.0
ITL3,TLK71,Swindon,2018,49.15,92.55,230174.0
ITL3,TLK71,Swindon,2019,50.65,92.59,231934.0
ITL3,TLK71,Swindon,2020,52.57,89.24,232574.0
ITL3,TLK71,Swindon,2021,55.68,89.36,233760.0
ITL3,TLK71,Swindon,2022,59.53,100.0,235652.0
ITL3,TLK71,Swindon,2023,62.05,95.88,238417.0
ITL3,TLK72,Wiltshire,2008,27.4,88.61,464007.0
ITL3,TLK72,Wiltshire,2009,28.11,82.84,466711.0
ITL3,TLK72,Wiltshire,2010,29.15,91.31,470199.0
ITL3,TLK72,Wiltshire,2011,30.08,94.19,474319.0
ITL3,TLK72,Wiltshire,2012,30.79,95.6,476806.0
ITL3,TLK72,Wiltshire,2013,30.99,94.35,479505.0
ITL3,TLK72,Wiltshire,2014,30.78,90.32,484344.0
ITL3,TLK72,Wiltshire,2015,30.75,90.13,488377.0
ITL3,TLK72,Wiltshire,2016,30.97,85.73,492706.0
ITL3,TLK72,Wiltshire,2017,31.54,89.91,497177.0
ITL3,TLK72,Wiltshire,2018,32.2,90.15,498703.0
ITL3,TLK72,Wiltshire,2019,33.17,85.14,502985.0
ITL3,TLK72,Wiltshire,2020,34.98,87.56,507047.0
ITL3,TLK72,Wiltshire,2021,37.37,95.93,513240.0
ITL3,TLK72,Wiltshire,2022,39.54,100.0,516107.0
ITL3,TLK72,Wiltshire,2023,40.66,94.46,517979.0
ITL3,TLK73,Gloucestershire CC,2008,28.6,94.07,587610.0
ITL3,TLK73,Gloucestershire CC,2009,28.96,91.17,590480.0
ITL3,TLK73,Gloucestershire CC,2010,29.25,96.67,594097.0
ITL3,TLK73,Gloucestershire CC,2011,29.38,93.18,598289.0
ITL3,TLK73,Gloucestershire CC,2012,29.54,91.34,601301.0
ITL3,TLK73,Gloucestershire CC,2013,29.69,90.65,605213.0
ITL3,TLK73,Gloucestershire CC,2014,30.06,91.73,611331.0
ITL3,TLK73,Gloucestershire CC,2015,30.78,89.44,617671.0
ITL3,TLK73,Gloucestershire CC,2016,31.73,91.97,624076.0
ITL3,TLK73,Gloucestershire CC,2017,32.88,100.45,629712.0
ITL3,TLK73,Gloucestershire CC,2018,33.84,93.87,634653.0
ITL3,TLK73,Gloucestershire CC,2019,35.25,97.01,638676.0
ITL3,TLK73,Gloucestershire CC,2020,36.8,99.12,640572.0
ITL3,TLK73,Gloucestershire CC,2021,38.72,106.18,646485.0
ITL3,TLK73,Gloucestershire CC,2022,40.01,100.0,652666.0
ITL3,TLK73,Gloucestershire CC,2023,40.77,98.56,659276.0
ITL3,TLL31,Isle of Anglesey,2008,21.7,91.54,69916.0
ITL3,TLL31,Isle of Anglesey,2009,22.19,84.2,69884.0
ITL3,TLL31,Isle of Anglesey,2010,22.63,89.04,69833.0
ITL3,TLL31,Isle of Anglesey,2011,22.96,93.91,69913.0
ITL3,TLL31,Isle of Anglesey,2012,22.93,86.48,69964.0
ITL3,TLL31,Isle of Anglesey,2013,22.85,88.91,69880.0
ITL3,TLL31,Isle of Anglesey,2014,22.83,81.06,69761.0
ITL3,TLL31,Isle of Anglesey,2015,23.67,83.46,69415.0
ITL3,TLL31,Isle of Anglesey,2016,24.74,87.65,68826.0
ITL3,TLL31,Isle of Anglesey,2017,25.96,94.38,68617.0
ITL3,TLL31,Isle of Anglesey,2018,26.99,87.78,68539.0
ITL3,TLL31,Isle of Anglesey,2019,28.29,92.08,68278.0
ITL3,TLL31,Isle of Anglesey,2020,29.92,97.03,68794.0
ITL3,TLL31,Isle of Anglesey,2021,31.83,98.53,68937.0
ITL3,TLL31,Isle of Anglesey,2022,33.48,100.0,69070.0
ITL3,TLL31,Isle of Anglesey,2023,34.48,101.02,69291.0
ITL3,TLL32,Gwynedd,2008,22.33,108.11,119746.0
ITL3,TLL32,Gwynedd,2009,22.02,95.67,120344.0
ITL3,TLL32,Gwynedd,2010,21.84,98.84,121155.0
ITL3,TLL32,Gwynedd,2011,21.75,98.18,121523.0
ITL3,TLL32,Gwynedd,2012,21.86,99.78,121439.0
ITL3,TLL32,Gwynedd,2013,21.71,94.02,120403.0
ITL3,TLL32,Gwynedd,2014,21.73,93.54,119796.0
ITL3,TLL32,Gwynedd,2015,21.92,90.46,119632.0
ITL3,TLL32,Gwynedd,2016,22.63,96.13,118958.0
ITL3,TLL32,Gwynedd,2017,23.69,97.24,118881.0
ITL3,TLL32,Gwynedd,2018,24.74,100.73,118129.0
ITL3,TLL32,Gwynedd,2019,25.83,108.59,117584.0
ITL3,TLL32,Gwynedd,2020,26.5,90.33,118180.0
ITL3,TLL32,Gwynedd,2021,27.69,107.97,117072.0
ITL3,TLL32,Gwynedd,2022,28.51,100.0,117997.0
ITL3,TLL32,Gwynedd,2023,29.27,102.34,119173.0
ITL3,TLL33,Conwy and Denbighshire,2008,20.05,89.23,209110.0
ITL3,TLL33,Conwy and Denbighshire,2009,20.34,89.88,209067.0
ITL3,TLL33,Conwy and Denbighshire,2010,20.69,93.59,208834.0
ITL3,TLL33,Conwy and Denbighshire,2011,21.07,95.02,209245.0
ITL3,TLL33,Conwy and Denbighshire,2012,21.44,90.17,209551.0
ITL3,TLL33,Conwy and Denbighshire,2013,21.91,95.59,209691.0
ITL3,TLL33,Conwy and Denbighshire,2014,22.28,97.07,210370.0
ITL3,TLL33,Conwy and Denbighshire,2015,22.67,91.24,210071.0
ITL3,TLL33,Conwy and Denbighshire,2016,23.14,91.81,210114.0
ITL3,TLL33,Conwy and Denbighshire,2017,23.95,99.95,209452.0
ITL3,TLL33,Conwy and Denbighshire,2018,24.86,94.84,208983.0
ITL3,TLL33,Conwy and Denbighshire,2019,25.97,98.86,208962.0
ITL3,TLL33,Conwy and Denbighshire,2020,27.05,96.63,210209.0
ITL3,TLL33,Conwy and Denbighshire,2021,28.32,100.53,210835.0
ITL3,TLL33,Conwy and Denbighshire,2022,29.34,100.0,210905.0
ITL3,TLL33,Conwy and Denbighshire,2023,30.0,101.09,211566.0
ITL3,TLL34,Flintshire and Wrexham,2008,25.37,78.93,283872.0
ITL3,TLL34,Flintshire and Wrexham,2009,26.45,83.28,285280.0
ITL3,TLL34,Flintshire and Wrexham,2010,27.54,83.45,286089.0
ITL3,TLL34,Flintshire and Wrexham,2011,28.67,84.9,287736.0
ITL3,TLL34,Flintshire and Wrexham,2012,29.41,87.09,288249.0
ITL3,TLL34,Flintshire and Wrexham,2013,29.8,88.79,288767.0
ITL3,TLL34,Flintshire and Wrexham,2014,29.93,81.21,289422.0
ITL3,TLL34,Flintshire and Wrexham,2015,30.42,82.56,289253.0
ITL3,TLL34,Flintshire and Wrexham,2016,31.16,88.43,289520.0
ITL3,TLL34,Flintshire and Wrexham,2017,31.94,86.06,290206.0
ITL3,TLL34,Flintshire and Wrexham,2018,32.89,85.75,290831.0
ITL3,TLL34,Flintshire and Wrexham,2019,34.04,89.11,290491.0
ITL3,TLL34,Flintshire and Wrexham,2020,35.93,94.95,290984.0
ITL3,TLL34,Flintshire and Wrexham,2021,38.38,94.27,290197.0
ITL3,TLL34,Flintshire and Wrexham,2022,40.98,100.0,290723.0
ITL3,TLL34,Flintshire and Wrexham,2023,42.68,102.72,291961.0
ITL3,TLL41,Mid Wales,2008,18.38,86.3,207836.0
ITL3,TLL41,Mid Wales,2009,18.55,85.82,207732.0
ITL3,TLL41,Mid Wales,2010,18.78,84.17,208095.0
ITL3,TLL41,Mid Wales,2011,19.12,87.63,208364.0
ITL3,TLL41,Mid Wales,2012,19.36,89.72,209361.0
ITL3,TLL41,Mid Wales,2013,19.39,85.13,208806.0
ITL3,TLL41,Mid Wales,2014,19.42,82.65,208006.0
ITL3,TLL41,Mid Wales,2015,19.8,83.54,206669.0
ITL3,TLL41,Mid Wales,2016,20.45,85.71,205431.0
ITL3,TLL41,Mid Wales,2017,21.17,90.41,204680.0
ITL3,TLL41,Mid Wales,2018,22.09,86.78,203258.0
ITL3,TLL41,Mid Wales,2019,23.12,87.07,202195.0
ITL3,TLL41,Mid Wales,2020,24.66,97.49,203620.0
ITL3,TLL41,Mid Wales,2021,26.1,91.08,204197.0
ITL3,TLL41,Mid Wales,2022,27.54,100.0,205747.0
ITL3,TLL41,Mid Wales,2023,28.27,98.27,207489.0
ITL3,TLL42,South West Wales,2008,21.08,88.87,303651.0
ITL3,TLL42,South West Wales,2009,20.89,79.54,304409.0
ITL3,TLL42,South West Wales,2010,21.07,85.62,304978.0
ITL3,TLL42,South West Wales,2011,21.46,84.38,306574.0
ITL3,TLL42,South West Wales,2012,22.13,85.42,306827.0
ITL3,TLL42,South West Wales,2013,22.84,87.01,306554.0
ITL3,TLL42,South West Wales,2014,23.59,87.73,306497.0
ITL3,TLL42,South West Wales,2015,24.57,95.34,306125.0
ITL3,TLL42,South West Wales,2016,25.32,97.08,306423.0
ITL3,TLL42,South West Wales,2017,26.27,100.19,306366.0
ITL3,TLL42,South West Wales,2018,27.23,96.79,306638.0
ITL3,TLL42,South West Wales,2019,28.33,100.25,307557.0
ITL3,TLL42,South West Wales,2020,29.37,99.14,309963.0
ITL3,TLL42,South West Wales,2021,30.38,93.72,311805.0
ITL3,TLL42,South West Wales,2022,31.53,100.0,313513.0
ITL3,TLL42,South West Wales,2023,32.3,99.41,315089.0
ITL3,TLL43,Swansea,2008,24.84,99.71,234139.0
ITL3,TLL43,Swansea,2009,25.63,94.0,235601.0
ITL3,TLL43,Swansea,2010,26.12,91.92,237311.0
ITL3,TLL43,Swansea,2011,26.5,93.79,238691.0
ITL3,TLL43,Swansea,2012,27.11,99.56,239197.0
ITL3,TLL43,Swansea,2013,27.28,93.18,239237.0
ITL3,TLL43,Swansea,2014,27.36,97.37,239228.0
ITL3,TLL43,Swansea,2015,27.38,89.83,239354.0
ITL3,TLL43,Swansea,2016,28.12,93.78,239300.0
ITL3,TLL43,Swansea,2017,29.31,101.23,239266.0
ITL3,TLL43,Swansea,2018,30.54,103.74,239184.0
ITL3,TLL43,Swansea,2019,31.54,106.8,238707.0
ITL3,TLL43,Swansea,2020,32.12,98.6,238992.0
ITL3,TLL43,Swansea,2021,33.09,103.81,237897.0
ITL3,TLL43,Swansea,2022,33.94,100.0,242039.0
ITL3,TLL43,Swansea,2023,34.69,102.26,246742.0
ITL3,TLL44,Neath Port Talbot,2008,23.77,89.35,139481.0
ITL3,TLL44,Neath Port Talbot,2009,24.17,89.12,139537.0
ITL3,TLL44,Neath Port Talbot,2010,24.61,91.16,139638.0
ITL3,TLL44,Neath Port Talbot,2011,25.12,90.23,139880.0
ITL3,TLL44,Neath Port Talbot,2012,25.85,90.32,139694.0
ITL3,TLL44,Neath Port Talbot,2013,26.82,93.4,139093.0
ITL3,TLL44,Neath Port Talbot,2014,27.61,103.35,139439.0
ITL3,TLL44,Neath Port Talbot,2015,28.03,103.21,139704.0
ITL3,TLL44,Neath Port Talbot,2016,28.09,93.05,141000.0
ITL3,TLL44,Neath Port Talbot,2017,28.65,103.59,141022.0
ITL3,TLL44,Neath Port Talbot,2018,29.14,97.85,141342.0
ITL3,TLL44,Neath Port Talbot,2019,29.91,98.81,141385.0
ITL3,TLL44,Neath Port Talbot,2020,30.67,94.15,142308.0
ITL3,TLL44,Neath Port Talbot,2021,32.04,98.35,141934.0
ITL3,TLL44,Neath Port Talbot,2022,33.36,100.0,142204.0
ITL3,TLL44,Neath Port Talbot,2023,34.21,94.92,142898.0
ITL3,TLL51,Central Valleys and Bridgend,2008,24.4,93.49,429587.0
ITL3,TLL51,Central Valleys and Bridgend,2009,25.43,92.42,430682.0
ITL3,TLL51,Central Valleys and Bridgend,2010,26.48,97.47,431423.0
ITL3,TLL51,Central Valleys and Bridgend,2011,27.31,100.63,432634.0
ITL3,TLL51,Central Valleys and Bridgend,2012,27.97,98.32,434125.0
ITL3,TLL51,Central Valleys and Bridgend,2013,28.57,103.14,434515.0
ITL3,TLL51,Central Valleys and Bridgend,2014,29.18,101.08,435476.0
ITL3,TLL51,Central Valleys and Bridgend,2015,29.83,100.69,436332.0
ITL3,TLL51,Central Valleys and Bridgend,2016,30.55,106.08,437701.0
ITL3,TLL51,Central Valleys and Bridgend,2017,31.41,100.97,439049.0
ITL3,TLL51,Central Valleys and Bridgend,2018,32.55,103.19,439617.0
ITL3,TLL51,Central Valleys and Bridgend,2019,33.53,113.4,441329.0
ITL3,TLL51,Central Valleys and Bridgend,2020,33.95,104.32,442667.0
ITL3,TLL51,Central Valleys and Bridgend,2021,34.23,99.75,442152.0
ITL3,TLL51,Central Valleys and Bridgend,2022,34.67,100.0,444251.0
ITL3,TLL51,Central Valleys and Bridgend,2023,35.24,101.1,446514.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2008,26.65,92.11,458503.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2009,27.41,91.14,463818.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2010,28.16,96.28,467837.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2011,28.84,93.51,472121.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2012,29.6,100.02,474787.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2013,30.15,97.18,476440.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2014,30.64,95.7,477663.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2015,31.04,99.39,477861.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2016,31.45,97.69,480064.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2017,32.05,98.89,482725.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2018,33.05,100.58,484290.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2019,34.22,101.78,486939.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2020,35.39,107.66,491511.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2021,36.38,102.75,492315.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2022,37.3,100.0,504723.0
ITL3,TLL52,Cardiff and Vale of Glamorgan,2023,37.93,101.92,518269.0
ITL3,TLH51,Norwich and East Norfolk,2008,22.94,88.56,347345.0
ITL3,TLH51,Norwich and East Norfolk,2009,24.13,93.98,349452.0
ITL3,TLH51,Norwich and East Norfolk,2010,24.67,90.51,352469.0
ITL3,TLH51,Norwich and East Norfolk,2011,25.01,93.26,354322.0
ITL3,TLH51,Norwich and East Norfolk,2012,25.37,89.95,357012.0
ITL3,TLH51,Norwich and East Norfolk,2013,26.36,92.36,359671.0
ITL3,TLH51,Norwich and East Norfolk,2014,27.3,96.58,361456.0
ITL3,TLH51,Norwich and East Norfolk,2015,28.33,103.81,363493.0
ITL3,TLH51,Norwich and East Norfolk,2016,28.72,91.81,367445.0
ITL3,TLH51,Norwich and East Norfolk,2017,29.76,103.1,369999.0
ITL3,TLH51,Norwich and East Norfolk,2018,31.28,97.27,372847.0
ITL3,TLH51,Norwich and East Norfolk,2019,33.72,108.56,373469.0
ITL3,TLH51,Norwich and East Norfolk,2020,35.51,117.59,374546.0
ITL3,TLH51,Norwich and East Norfolk,2021,36.67,114.33,375634.0
ITL3,TLH51,Norwich and East Norfolk,2022,36.98,100.0,378676.0
ITL3,TLH51,Norwich and East Norfolk,2023,37.2,104.04,381221.0
ITL3,TLH52,North and West Norfolk,2008,24.2,97.15,246438.0
ITL3,TLH52,North and West Norfolk,2009,24.27,94.72,246984.0
ITL3,TLH52,North and West Norfolk,2010,24.55,94.76,247914.0
ITL3,TLH52,North and West Norfolk,2011,25.2,98.37,249600.0
ITL3,TLH52,North and West Norfolk,2012,25.64,100.94,250383.0
ITL3,TLH52,North and West Norfolk,2013,25.69,99.46,251132.0
ITL3,TLH52,North and West Norfolk,2014,25.37,90.72,252754.0
ITL3,TLH52,North and West Norfolk,2015,25.61,93.21,253836.0
ITL3,TLH52,North and West Norfolk,2016,26.38,91.36,255043.0
ITL3,TLH52,North and West Norfolk,2017,27.52,99.58,256384.0
ITL3,TLH52,North and West Norfolk,2018,28.51,101.34,255974.0
ITL3,TLH52,North and West Norfolk,2019,29.27,94.17,255841.0
ITL3,TLH52,North and West Norfolk,2020,30.34,98.53,255087.0
ITL3,TLH52,North and West Norfolk,2021,31.61,100.4,258159.0
ITL3,TLH52,North and West Norfolk,2022,32.91,100.0,258943.0
ITL3,TLH52,North and West Norfolk,2023,33.63,99.41,258986.0
ITL3,TLH53,Breckland and South Norfolk,2008,25.55,93.18,247712.0
ITL3,TLH53,Breckland and South Norfolk,2009,25.71,91.78,249919.0
ITL3,TLH53,Breckland and South Norfolk,2010,25.65,91.93,252543.0
ITL3,TLH53,Breckland and South Norfolk,2011,25.82,89.83,255504.0
ITL3,TLH53,Breckland and South Norfolk,2012,26.14,89.33,257381.0
ITL3,TLH53,Breckland and South Norfolk,2013,26.51,95.08,259968.0
ITL3,TLH53,Breckland and South Norfolk,2014,26.81,89.27,262776.0
ITL3,TLH53,Breckland and South Norfolk,2015,26.97,85.93,265609.0
ITL3,TLH53,Breckland and South Norfolk,2016,27.34,93.98,268662.0
ITL3,TLH53,Breckland and South Norfolk,2017,27.65,82.6,272165.0
ITL3,TLH53,Breckland and South Norfolk,2018,28.79,86.8,274706.0
ITL3,TLH53,Breckland and South Norfolk,2019,30.41,89.91,277654.0
ITL3,TLH53,Breckland and South Norfolk,2020,32.82,90.77,280250.0
